"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2017","NINTENDO TECH DEVELOPMENT INC","1","0","0","0","54","5279","WA","REDMOND","98052"
"2017","J TUTTLE INC D/B/A GREEN LAKE JEWE","1","0","0","0","33","6744","WA","SEATTLE","98125"
"2017","FOSS WATERWAY SEAPORT","1","0","0","0","71","1794","WA","TACOMA","98421"
"2017","MLC MANAGEMENT CONSULTING INC","0","0","1","0","54","4832","CA","COSTA MESA","92626"
"2017","SPHERE INSTITUTE","41","3","13","0","54","8201","CA","BURLINGAME","94010"
"2017","ACUMEN LLC","0","0","5","0","51","8582","CA","BURLINGAME","94010"
"2017","XKL LLC","1","0","0","0","33","8773","WA","KIRKLAND","98034"
"2017","ZDA INC DBA ZOE DESIGN ASSO","1","0","0","0","54","1282","CA","SAN FRANCISCO","94103"
"2017","JADE SPRING WELLNESS CTR INC","1","0","0","0","62","8058","WA","KIRKLAND","98033"
"2017","MOLECULAR EPIDEMIOLOGY INC","1","0","0","1","54","9869","WA","LAKE FOREST PARK","98155"
"2017","MOLECULAR EPIDEMIOLOGY INC","0","0","1","0","54","9869","WA","SEATTLE","98155"
"2017","PIXELWORKS INC","1","0","0","0","33","1992","OR","PORTLAND","97224"
"2017","WOOD RODGERS INC","1","0","0","0","54","2478","CA","SACRAMENTO","95816"
"2017","IRET PROPERTIES A NORTH DAKOTA LP","0","0","1","0","53","4859","ND","MINOT","58701"
"2017","SANFORD CLINIC NORTH","0","0","1","0","62","0748","ND","FARGO","58102"
"2017","SANFORD CLINIC NORTH","0","0","4","0","62","0748","ND","FARGO","58122"
"2017","SANFORD CLINIC NORTH","9","0","14","1","62","0748","SD","SIOUX FALLS","57104"
"2017","SANFORD CLINIC NORTH","1","0","0","0","62","0748","SD","SIOUX FALLS","57106"
"2017","NORTHWEST AEROSPACE TECH INC DBA","0","0","1","0","54","6817","WA","EVERETT","98201"
"2017","GREATER CHINA INDUSTRIES INC","0","0","2","0","42","1331","WA","BELLEVUE","98006"
"2017","MARK ANTHONY BRANDS INC","0","1","0","0","42","4836","IL","CHICAGO","60661"
"2017","CALIFORNIA STATE UNIV MONTEREY BAY","2","0","4","1","61","5970","CA","SEASIDE","93955"
"2017","INBIOS INTERNATIONAL INC","1","0","0","0","54","1824","WA","SEATTLE","98104"
"2017","CORILLIAN CORPORATION","2","0","6","0","51","5219","WI","BROOKFIELD","53045"
"2017","AMAZON CORPORATE LLC","1","0","0","0","99","6545","WA","SEATTLE","98121"
"2017","BEAVER VALLEY PROPERTY MANAGEMENT","1","0","0","0","99","0158","WA","LEAVENWORTH","98826"
"2017","PRODAPT NORTH AMERICA","6","3","11","0","54","1940","OR","TUALATIN","97062"
"2017","HOSPITALISTS OF ARIZONA INC","1","0","0","1","62","2851","CA","NORTH HOLLYWOOD","91602"
"2017","STAGE STORES INC","0","0","4","0","45","6900","TX","HOUSTON","77027"
"2017","AIRBIQUITY INC","0","0","3","0","54","6122","WA","SEATTLE","98104"
"2017","GABLE SAIGET PC DBA GENTLA DENTAL","1","0","1","0","62","5971","CA","INGLEWOOD","90301"
"2017","ANCHOR QEA LLC","0","0","5","1","54","1322","NJ","WOODCLIFF LAKE","07677"
"2017","CONTRACT STAFFING SPECIALISTS INC","0","0","0","1","54","2931","NE","OMAHA","68114"
"2017","RADIA INC PS","0","0","1","0","62","3571","WA","LYNNWOOD","98036"
"2017","ASHLAND PARTNERS & COMPANY LLP","1","0","2","0","54","4187","OR","JACKSONVILLE","97530"
"2017","MEDIATEK USA INC","2","0","16","0","33","4775","CA","SAN JOSE","95134"
"2017","NION CO","0","0","1","0","33","6361","WA","KIRKLAND","98034"
"2017","PJA ARCHITECTS LANDSCAPE ARCHITECT","1","0","0","0","54","7191","WA","SEATTLE","98104"
"2017","THE NEBRASKA MED CTR","1","0","4","0","62","8433","NE","OMAHA","68198"
"2017","ONVIA INC","1","0","1","0","54","9172","WA","SEATTLE","98101"
"2017","SYNERGY FINANCIAL SERVICES INC","1","0","0","0","52","9406","WA","SEATTLE","98104"
"2017","ALLYIS INC","2","0","8","1","54","2878","WA","KIRKLAND","98033"
"2017","SOFTTEK INTEGRATION SYSTEMS INC","0","0","1","0","54","4740","GA","ATLANTA","30319"
"2017","DOCTOR S EXCHANGE OF WASHINGTON P","0","0","1","0","62","7720","WA","SEATTLE","98107"
"2017","DOCTOR S EXCHANGE OF OR ELLIOTT P","1","0","0","0","62","7724","OR","KEIZER","97303"
"2017","ENOM LLC","0","0","1","0","99","8801","WA","KIRKLAND","98033"
"2017","SEATTLE GENETICS INC","0","0","7","0","32","4389","WA","BOTHELL","98021"
"2017","SEATTLE GENETICS INC","5","1","2","0","54","4389","WA","BOTHELL","98021"
"2017","NIKE TN INC","0","0","1","0","31","4607","OR","BEAVERTON","97005"
"2017","HEARTLAND LLC","1","0","0","0","53","6752","WA","SEATTLE","98101"
"2017","KIDSAVE INTERNATIONAL INC","0","0","1","0","62","7623","DC","WASHINGTON","20016"
"2017","CONTINUANT INC","0","0","1","0","54","2879","WA","TACOMA","98424"
"2017","OKLAHOMA PANHANDLE STATE UNIV","0","0","1","0","61","6905","OK","GOODWELL","73939"
"2017","NORTHEASTERN STATE UNIVERSITY","3","0","2","0","61","8417","OK","TAHLEQUAH","74464"
"2017","CAPITAL ONE INVESTING LLC","4","0","9","0","52","5424","VA","HENRICO","23238"
"2017","CAPITAL ONE INVESTING LLC","0","0","4","1","52","5424","VA","RICHMOND","23238"
"2017","WILDTANGENT INC","0","0","2","0","51","6058","WA","REDMOND","98052"
"2017","GREAT PLACE TO WORK INSTITUTE","2","0","0","0","51","7672","CA","SAN FRANCISCO","94108"
"2017","SERVICES FOR THE UNDERSERVED INC","0","0","1","0","92","8247","NY","NEW YORK","10011"
"2017","PRESTIGE HOME TEXTILES INC","0","1","0","0","42","4834","CA","ROWLAND HEIGHTS","91748"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6545","WA","SEATTLE","98121"
"2017","RUNBERG ARCHITECTURE GROUP PLLC","1","0","0","0","54","6999","WA","SEATTLE","98104"
"2017","AGM INC","0","0","1","0","53","7434","WA","BELLEVUE","98005"
"2017","CA OLIVE RANCH","0","0","1","0","31","1017","CA","CHICO","95973"
"2017","BRAINLAB INC","1","0","4","0","33","4839","IL","WESTCHESTER","60154"
"2017","SEATTLE CANCER CARE ALLIANCE","0","0","2","0","54","5159","WA","SEATTLE","98109"
"2017","SEATTLE CANCER CARE ALLIANCE","1","0","4","0","62","5159","WA","SEATTLE","98109"
"2017","APEX LEARNING INC","0","0","1","0","61","5905","WA","SEATTLE","98161"
"2017","FRANCISCAN MEDICAL GROUP","0","0","1","0","62","9739","WA","TACOMA","98402"
"2017","FRANCISCAN MEDICAL GROUP","0","0","6","0","62","9739","WA","TACOMA","98405"
"2017","CAMPARI AMERICA LLC","0","0","1","0","42","0832","CA","SAN FRANCISCO","94111"
"2017","PLATEAU SOFTWARE INC","0","0","1","0","54","3247","WA","ISSAQUAH","98029"
"2017","DIGIPEN USA CORPORATION","0","0","1","0","61","6296","WA","REDMOND","98052"
"2017","ENTOMO INC","0","0","2","0","54","8941","WA","BELLEVUE","98006"
"2017","SPARQTRON CORPORATION","1","0","1","0","33","9155","CA","FREMONT","94538"
"2017","FIDELITY ACCOUNTING TAX SERVICE P","1","0","0","0","54","0341","WA","SEATTLE","98144"
"2017","MAGNADRIVE CORPORATION","1","0","2","0","54","7320","WA","WOODINVILLE","98072"
"2017","ESAGE LLC","0","0","1","0","54","1272","WA","SEATTLE","98104"
"2017","SVB FINANCIAL GROUP","0","0","1","0","52","2278","CA","SAN FRANCISCO","94105"
"2017","SVB FINANCIAL GROUP","0","0","34","0","52","2278","CA","SAN FRANCISCO","94111"
"2017","BLUE NILE INC","1","0","1","0","44","3165","WA","SEATTLE","98104"
"2017","CHEMPOINT COM INC","0","0","1","0","42","1926","WA","BELLEVUE","98004"
"2017","AMAZON.COM.KYDC LLC","0","0","2","0","45","3213","WA","SEATTLE","98109"
"2017","AMAZON.COM.KYDC LLC","10","0","9","0","45","3213","WA","SEATTLE","98121"
"2017","DIAMOND SUPPLY COMPANY","0","0","1","0","44","3291","CA","LOS ANGELES","90007"
"2017","GREGORY SCOTT HOOVER PLLC","0","0","1","0","54","9156","WA","SEATTLE","98104"
"2017","T-MOBILE USA INC","21","1","278","5","51","3600","WA","BELLEVUE","98006"
"2017","T-MOBILE USA INC","1","0","6","0","54","3600","WA","BELLEVUE","98006"
"2017","APB WINGLETS CO LLC D B A AVIATION","0","0","1","0","33","4498","WA","SEATTLE","98168"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","5654","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","0","0","1","0","99","6454","WA","SEATTLE","98121"
"2017","VADATA INC","0","0","6","0","51","6543","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","1","0","0","0","99","6544","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6545","CA","SAN JOSE","95121"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6545","CA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","3","1","4","0","45","6545","MA","BOSTON","02110"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6545","OR","HAMMOND","97121"
"2017","AMAZON CORPORATE LLC","0","0","1","0","45","6545","WA","SEATTLE","98107"
"2017","AMAZON CORPORATE LLC","0","0","1","0","42","6545","WA","SEATTLE","98109"
"2017","AMAZON CORPORATE LLC","25","0","369","7","45","6545","WA","SEATTLE","98109"
"2017","AMAZON CORPORATE LLC","0","0","3","0","54","6545","WA","SEATTLE","98109"
"2017","AMAZON CORPORATE LLC","0","1","0","0","61","6545","WA","SEATTLE","98109"
"2017","AMAZON CORP LLC","1","0","0","0","11","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","0","0","1","0","32","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","3","0","0","0","42","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","2,214","22","2,134","7","45","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","1","0","5","0","51","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","12","0","16","0","54","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","0","0","2","0","55","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6545","WA","SEATTLE","98131"
"2017","AMAZON CORPORATE LLC","0","0","1","0","45","6546","WA","SEATTLE","98109"
"2017","AMAZON CORPORATE LLC","1","0","0","0","45","6546","WA","SEATTLE","98121"
"2017","AMAZON CORP LLC","1","0","0","0","99","6554","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","0","0","1","0","99","6565","WA","SEATTLE","98121"
"2017","LUZ INC","1","0","0","0","54","7875","CA","SAN FRANCISCO","94111"
"2017","ELECTRIC POWER GROUP LLC","0","0","2","0","22","8581","CA","PASADENA","91101"
"2017","ELECTRIC POWER GROUP LLC","0","0","1","0","54","8581","CA","PASADENA","91101"
"2017","COMPUTER HUMAN INTERACTION LLC D/B","1","0","0","0","51","0834","WA","TUKWILA","98188"
"2017","AUTHENTIX INC","1","0","0","0","54","2535","TX","DALLAS","75204"
"2017","NORTHWEST CLINICAL RESEARCH CENTER","0","0","1","0","54","4554","WA","BELLEVUE","98007"
"2017","AVALARA INC","2","0","5","0","51","5935","WA","SEATTLE","98101"
"2017","AVALARA INC","2","0","1","0","51","5935","WA","SEATTLE","98104"
"2017","EXPEDIA, INC","0","0","3","0","51","6083","CA","SAN FRANCISCO","94105"
"2017","EXPEDIA INC","2","0","10","0","54","6083","CA","SAN FRANCISCO","94105"
"2017","EXPEDIA INC","0","0","1","0","48","6083","CA","SAN FRANCISCO","94111"
"2017","EXPEDIA INC","16","0","11","0","51","6083","CA","SAN FRANCISCO","94111"
"2017","EXPEDIA INC","53","2","252","2","54","6083","CA","SAN FRANCISCO","94111"
"2017","EXPEDIA INC","1","0","0","0","56","6083","CA","SAN FRANCISCO","94111"
"2017","EXPEDIA INC","0","0","1","0","72","6083","CA","SAN FRANCISCO","94111"
"2017","PROVIDENCE HEALTH SVCS WASHINGTON","7","0","18","2","62","6732","WA","RENTON","98057"
"2017","KINETICOM INC","0","0","2","0","54","7205","CA","SAN DIEGO","92101"
"2017","AMAZON CORPORATE LLC","0","0","1","0","99","8654","WA","SEATTLE","98121"
"2017","INSTITUTE FOR SYSTEMS BIOLOGY","4","0","1","0","54","3593","WA","SEATTLE","98109"
"2017","CARL ZEISS X RAY MICROSCOPY INC","1","0","2","0","33","4670","NY","THORNWOOD","10594"
"2017","SLASH SUPPORT INC DBA CSS CORP","1","1","11","0","54","6027","CA","MILPITAS","95035"
"2017","JAGGED PEAK INC","1","0","0","0","54","7478","FL","TAMPA","33607"
"2017","LOUIE & WONG LLP","1","0","1","0","54","7579","CA","SAN FRANCISCO","94111"
"2017","TWILIGHTLIVING COM INC","1","0","1","0","52","8863","NE","OMAHA","68137"
"2017","ADITI TECHNOLOGIES PRIVATE LTD","29","10","32","4","54","0971","WA","BELLEVUE","98007"
"2017","EMSER TILE LLC","0","0","2","0","42","1487","CA","LOS ANGELES","90069"
"2017","VIERCK & RAKOSKI CPAS P C","0","0","1","0","54","6086","WA","VANCOUVER","98683"
"2017","GUSTAFSON GUTHRIE NICHOL LTD","1","0","0","0","54","7971","WA","SEATTLE","98101"
"2017","XO COMMUNICATIONS SERVICES LLC","1","0","0","0","51","9476","VA","HERNDON","20171"
"2017","BRIGHTERION INC","0","0","1","0","51","6077","CA","SAN FRANCISCO","94105"
"2017","TAVANT TECHNOLOGIES INC","92","3","146","5","54","7172","CA","SANTA CLARA","95054"
"2017","NORTHWEST PHYSICIAN ASSOCIATES P C","0","0","1","0","62","8550","WA","FEDERAL WAY","98003"
"2017","PHARMACY ONESOURCE INC","0","0","1","0","54","8780","IL","RIVERWOODS","60015"
"2017","NUANCE ENTERPRISE SOLUTIONS & SVC","0","0","1","0","51","8910","MA","BOSTON","02210"
"2017","RED DBA RED DIGITAL CINEMA CO","0","0","2","1","33","9489","CA","IRVINE","92618"
"2017","ARENA SOLUTIONS INC","0","0","3","0","51","9560","CA","FOSTER CITY","94404"
"2017","ARENA SOLUTIONS INC","1","0","0","0","51","9560","CA","SAN MATEO","94404"
"2017","MERCOSUL CONSULTING LLC","1","0","0","0","54","0846","WA","SEATTLE","98103"
"2017","CHINN CONSTRUCTION LLC","1","0","0","0","99","2004","WA","REDMOND","98052"
"2017","MEDIANET INC","1","0","0","0","54","2133","WA","SEATTLE","98121"
"2017","AVANADE INC","1","1","5","0","54","2865","WA","SEATTLE","98101"
"2017","SCHNEIDER ELECTRIC SOLAR INVERTERS","0","0","2","0","33","5151","MA","ANDOVER","01810"
"2017","SSA MARINE INC","0","0","1","0","55","8445","WA","SEATTLE","98134"
"2017","IMPINJ INC","1","0","0","0","33","1398","WA","SEATTLE","98109"
"2017","CWC TRAVEL INC","0","0","1","0","56","1883","WA","ISSAQUAH","98027"
"2017","CSG CONSULTANTS INC","0","0","1","0","54","3749","CA","FOSTER CITY","94404"
"2017","WHITEPAGES INC","0","0","1","0","51","6843","WA","SEATTLE","98101"
"2017","MESSIAHIC INC DBA PAYJUNCTION","1","0","0","0","54","6889","CA","SANTA BARBARA","93101"
"2017","HARBINGER SYSTEMS INC","0","0","1","0","54","8548","WA","REDMOND","98052"
"2017","GOOD VIEW TECH INC","0","1","0","0","56","9085","CA","SAN JOSE","95131"
"2017","SLR INTERNATIONAL CORPORATION","0","0","1","0","54","9735","OR","WEST LINN","97068"
"2017","FOX SPORTS INTERACTIVE MEDIA LLC","0","0","2","0","51","5068","CA","LOS ANGELES","90067"
"2017","A PLACE FOR MOM INC","0","0","1","0","62","9153","WA","SEATTLE","98104"
"2017","UIEVOLUTION INC","0","0","1","0","51","0151","WA","KIRKLAND","98034"
"2017","AMAZON COM DEDC LLC","0","0","2","0","45","1079","WA","SEATTLE","98109"
"2017","AMAZON.COM.DEDC LLC","28","2","34","0","45","1079","WA","SEATTLE","98121"
"2017","TRS GROUP INC","0","1","0","0","56","2119","WA","LONGVIEW","98632"
"2017","SWEDISH HEALTH SERVICES D/B/A SWED","2","0","0","0","62","3120","WA","SEATTLE","98122"
"2017","PRECISION GLOBAL CONSULTING INC","0","0","1","0","56","4107","NY","NEW YORK","10001"
"2017","CORAXIS CORPORATION","0","0","5","1","54","7691","CA","COSTA MESA","92626"
"2017","ACCEL BI CORPORATION","0","0","2","0","54","0160","WA","SEATTLE","98104"
"2017","ANJANA SOFTWARE SOLUTIONS INC","0","4","33","3","54","1908","CA","SIMI VALLEY","93065"
"2017","VENAFI INC","5","0","0","0","54","4730","UT","SALT LAKE CITY","84111"
"2017","INTEUM COMPANY LLC","0","0","1","0","51","6965","WA","KIRKLAND","98033"
"2017","DOUGLAS BLOME ENGINEERING INC P S","1","0","0","0","54","7036","WA","REDMOND","98052"
"2017","INTELLECTUAL VENTURES MGMT LLC","1","0","0","0","53","0408","WA","BELLEVUE","98005"
"2017","INTELLECTUAL VENTURES MGT LLC","2","0","4","0","54","0408","WA","BELLEVUE","98005"
"2017","JOHN E KALISKI DBA JOHN KALISKI","0","0","1","0","54","0525","CA","LOS ANGELES","90010"
"2017","CAROL COLE CO D/B/A NUFACE","0","0","1","0","32","1977","CA","VISTA","92081"
"2017","RAMP TECHNOLOGY GROUP LLC","0","0","0","1","54","4936","PA","KING OF PRUSSIA","19406"
"2017","RAMP TECH GROUP LLC","0","0","1","0","54","4936","WA","BELLEVUE","98004"
"2017","RAMP TECHNOLOGY GROUP LLC","0","0","10","0","54","4936","WA","REDMOND","98052"
"2017","PUGET SOUND PSYCHIATRIC CENTER","1","0","0","0","62","8964","WA","BOTHELL","98011"
"2017","NATL GEOGRAPHIC PARTNERS LLC DBA N","0","0","1","0","54","9147","CA","LOS ANGELES","90067"
"2017","WELLS CHIROPRACTIC INC PS","1","0","0","0","62","0027","WA","RENTON","98057"
"2017","ILINK SYSTEMS INC","1","0","0","0","54","2165","WA","BOTHELL","98011"
"2017","ILINK SYSTEMS INC","12","0","38","0","54","2165","WA","REDMOND","98052"
"2017","VISUAL GLASS CONCEPTS INC","0","0","1","0","23","4851","CA","GRANADA HILLS","91344"
"2017","NETMOTION SOFTWARE INC","1","0","0","0","51","1906","WA","SEATTLE","98103"
"2017","PROCURO INC","0","0","1","0","54","5193","CA","SAN DIEGO","92130"
"2017","APPLE AMERICAN GROUP LLC","0","0","1","0","72","5263","OH","INDEPENDENCE","44131"
"2017","VERASONICS INC","0","0","1","0","54","3431","WA","KIRKLAND","98034"
"2017","PALADINO AND COMPANY INC","0","0","1","0","54","1772","WA","SEATTLE","98101"
"2017","ETOUCH SYSTEMS CORPORATION","0","0","1","0","54","1893","CA","FREMONT","94555"
"2017","GOUVIS ENGINEERING CONSULTING GROU","0","0","1","0","54","5557","CA","NEWPORT BEACH","92660"
"2017","OEC FREIGHT COMPANIES INC","0","0","1","0","48","7362","WA","RENTON","98057"
"2017","NORTH KERN SOUTH TULARE HOSPITAL","0","0","1","0","62","0841","CA","DELANO","93215"
"2017","COVESTIC INC","0","0","1","0","54","1220","WA","KIRKLAND","98033"
"2017","GLU MOBILE INC","2","0","0","0","51","3667","CA","SAN FRANCISCO","94103"
"2017","GLU MOBILE INC","6","0","12","0","51","3667","CA","SAN FRANCISCO","94105"
"2017","INTERNAP CORPORATION","0","0","1","0","51","5721","GA","ATLANTA","30346"
"2017","SOUTH SOUND INPATIENT PHYSICIANS","6","2","15","1","62","6629","WA","TACOMA","98402"
"2017","AKRAYA INC","1","0","9","0","54","6644","CA","SANTA CLARA","95054"
"2017","ADAQUEST INC","0","0","1","0","54","2036","WA","BELLEVUE","98007"
"2017","CA STATE UNIV CHANNEL ISLANDS","2","0","0","0","61","3805","CA","CAMARILLO","93012"
"2017","CA STATE UNIV CHANNEL ISLANDS","0","0","1","0","61","3805","CA","LOS ANGELES","90048"
"2017","ALLEN INSTITUTE","2","0","1","1","54","5317","WA","SEATTLE","98109"
"2017","ALLEN INSTITUTE","0","0","1","0","54","5317","WA","SEATTLE","98119"
"2017","NEPHROLOGY MEDICAL ASSO GA LLC","0","0","1","0","62","0693","CO","DENVER","80202"
"2017","SANYU LEARNING CENTER","0","1","0","0","61","1233","CA","MOUNTAIN VIEW","94040"
"2017","TOPQUADRANT INC","0","0","1","0","54","3813","NC","RALEIGH","27606"
"2017","ALBOURNE AMERICA LLC","0","0","1","0","52","4625","CA","SAN FRANCISCO","94111"
"2017","PARKWAY THERAPIES LLC","1","0","0","1","62","5301","WA","VANCOUVER","98662"
"2017","INFIELD DIGITAL LLC","1","0","1","0","54","7195","CA","SAN FRANCISCO","94107"
"2017","PANGAEA GLOBAL AIDS","0","1","0","0","92","7423","CA","OAKLAND","94612"
"2017","VOICEBOX TECHNOLOGIES CORP","0","0","5","0","51","7512","WA","BELLEVUE","98004"
"2017","VOICEBOX TECHNOLOGIES CORP","0","0","1","0","54","7512","WA","BELLEVUE","98004"
"2017","THE COMMON APPLICATION INC","0","0","2","0","61","0737","VA","ARLINGTON","22201"
"2017","FLUKE ELECTRONICS CORP","2","0","2","0","33","1817","MA","BOSTON","02210"
"2017","FLUKE ELECTRONICS CORPORATION","0","0","1","0","23","1817","WA","EVERETT","98203"
"2017","NEXT IT CORP","0","0","1","0","54","8084","WA","SPOKANE VALLEY","99216"
"2017","PRTECH LLC","1","0","0","0","54","3038","HI","HONOLULU","96814"
"2017","COMMUNITY PLANNING & ENGINEERING I","0","0","1","0","54","3100","HI","HONOLULU","96813"
"2017","DOCUSIGN INC","10","0","17","0","54","3967","CA","SAN FRANCISCO","94105"
"2017","VALVE CORPORATION","2","0","5","0","51","4416","WA","BELLEVUE","98004"
"2017","CONNECTICUT INST FOR COMMUNITIES I","1","0","1","0","62","7143","CT","DANBURY","06810"
"2017","ALBECK FINANCIAL SERVICES INC","0","0","1","0","52","8340","TX","HOUSTON","77079"
"2017","VETERINARY SERVICES OF WA PC","1","0","0","0","54","0810","WA","TACOMA","98409"
"2017","SCHAKRA INC","0","0","1","0","54","0914","WA","REDMOND","98052"
"2017","PINNACLE CONSULTING LLC","0","0","1","0","54","7566","SC","COLUMBIA","29212"
"2017","TESLA INC","1","0","0","0","33","7729","CA","FREMONT","94536"
"2017","TESLA INC","5","0","45","0","33","7729","CA","FREMONT","94538"
"2017","TESLA INC","1","0","0","0","22","7729","CA","PALO ALTO","94304"
"2017","TESLA MOTORS INC","197","2","188","1","33","7729","CA","PALO ALTO","94304"
"2017","TESLA INC","1","0","0","0","33","7729","CA","SAN MATEO","94402"
"2017","TESLA INC","1","0","0","0","33","7792","CA","FREMONT","94538"
"2017","WORLD IP PHONE INC","2","0","1","1","54","8281","CA","SAN JOSE","95129"
"2017","BLACKHAWK NETWORK INC","5","0","26","0","52","8647","CA","PLEASANTON","94588"
"2017","ACCUVER AMERICAS INC","0","0","1","0","54","9425","TX","PLANO","75074"
"2017","COMPUTER EVIDENCE SPECIALISTS LLC","0","1","0","0","54","0445","FL","SAINT AUGUSTINE","32080"
"2017","APPLE INC","0","0","1","0","33","4110","CA","CUPERTINO","95014"
"2017","BLACKROCK INSTITUTIONAL TRUST CO","0","0","1","0","52","2180","DE","WILMINGTON","19809"
"2017","TESLA INC","0","0","1","0","33","7729","CA","PALO ALTO","94304"
"2017","RAIL SURVEYORS AND ENGINEERS INC","0","0","1","0","54","7099","CA","BELMONT","94002"
"2017","COMMUNITY HEALTH CTR OF SNOHOMISH","1","0","0","0","62","5517","WA","EVERETT","98208"
"2017","SWA GROUP","1","0","0","0","54","8344","CA","SAUSALITO","94966"
"2017","AMAZON CORPORATE LLC","1","0","0","0","99","8068","WA","SEATTLE","98121"
"2017","WESTERN WASHINGTON UNIV","8","0","9","0","61","0562","WA","BELLINGHAM","98225"
"2017","CENTRAL WASHINGTON UNIV","4","1","1","0","61","0618","WA","ELLENSBURG","98926"
"2017","EASTERN WASHINGTON UNIV","8","0","8","0","61","0624","WA","CHENEY","99004"
"2017","PORT OF SEATTLE","0","0","3","0","92","1025","WA","SEATTLE","98121"
"2017","PUBLIC UTILITY DISTRICT NO 1 OF CH","0","0","1","0","22","1053","WA","WENATCHEE","98801"
"2017","STATE OF WA DEPT OF LICENSING","0","0","1","0","92","1071","WA","OLYMPIA","98501"
"2017","WASHINGTON STATE DEPT OF LICENSING","0","0","1","0","92","1071","WA","OLYMPIA","98504"
"2017","WSU PHARMACEUTICAL SCIENCES","10","0","35","2","61","1108","WA","PULLMAN","99164"
"2017","CITY OF PUYALLUP","0","0","1","0","92","1274","WA","PUYALLUP","98371"
"2017","CITY OF SEATTLE","0","0","1","0","92","1275","WA","SEATTLE","98124"
"2017","KING COUNTY","0","0","2","0","92","1327","WA","SEATTLE","98104"
"2017","UNIV OF WASHINGTON","0","0","1","0","61","1537","WA","SEATTLE","98125"
"2017","UNIVERSITY OF WASHINGTON","68","0","86","1","61","1537","WA","SEATTLE","98195"
"2017","VANCOUVER SCHOOL DISTRICT 37","0","0","2","0","61","1540","WA","VANCOUVER","98661"
"2017","BELLEVUE SCHOOL DISTRICT","1","0","2","0","61","1637","WA","BELLEVUE","98005"
"2017","BELLINGHAM PUBLIC SCHOOL DISTRICT","0","0","1","0","61","1648","WA","BELLINGHAM","98225"
"2017","CLALLAM COUNTY PUBLIC HOSPITAL DIS","1","0","1","0","62","1709","WA","PORT ANGELES","98362"
"2017","COLUMBIA BASIN HOSPITAL","1","0","0","0","62","1946","WA","EPHRATA","98823"
"2017","GARFIELD COUNTY HOSP DIST NO 1","1","0","0","0","62","8648","WA","POMEROY","99347"
"2017","STATE OF WASHINGTON ADMINSTRATIVE","0","0","1","0","92","3419","WA","OLYMPIA","98504"
"2017","PROSSER PUBLIC HOSP DIST OF BENTON","1","0","0","0","62","3490","WA","PROSSER","99350"
"2017","OTHELLO COMMUNITY HOSPITAL","0","0","1","0","62","6170","WA","OTHELLO","99344"
"2017","WASHINGTON STATE INVESTMENT BOARD","0","0","1","0","52","9017","WA","OLYMPIA","98504"
"2017","PEMCO MUTUAL INSURANCE COMPANY","0","0","1","0","54","8851","WA","SEATTLE","98109"
"2017","SOLARITY CREDIT UNION","1","0","0","0","52","9071","WA","YAKIMA","98907"
"2017","FDN FOR GLACIER & ENVIRONMENTAL RE","0","1","0","0","61","3843","WA","SEATTLE","98105"
"2017","GEOENGINEERS INC","2","0","1","0","54","7984","WA","REDMOND","98052"
"2017","AMAZON CORPORATE LLC","0","0","1","0","99","6545","WA","SEATTLE","98121"
"2017","AMAZON CORPORATE LLC","1","0","0","0","99","6545","WA","SEATTLE","98121"
"2017","WRANGELL MEDICAL CENTER","1","0","1","0","62","5700","AK","WRANGELL","99929"
"2017","ALASKA AIRLINES INC","0","0","11","0","48","9235","WA","SEATTLE","98188"
"2017","HOPE COMMUNITY RESOURCES INC","0","0","1","0","62","6594","AK","ANCHORAGE","99518"
"2017","MANIILAQ ASSO INC","1","0","0","0","62","1461","AK","KOTZEBUE","99752"
"2017","NORTH SLOPE BOROUGH NSB","1","0","0","0","92","2378","AK","BARROW","99723"
"2017","NANA DEVELOPMENT CORPORATION","0","0","1","0","51","6613","AK","ANCHORAGE","99501"
"2017","PND ENGINEERS INC","0","0","1","0","54","2819","AK","ANCHORAGE","99503"
"2017","PETRO STAR INC","1","0","0","0","32","3818","AK","ANCHORAGE","99503"
"2017","BARTLETT REGIONAL HOSPITAL","0","0","3","0","62","8538","AK","JUNEAU","99801"
